100. 과학기술정보통신부, '2024년 인공지능·디지털 기반 미디어 활성화' 사업공고
101. CEO 자리도 넘보는 인공지능.. 'AI 보스' 시대 오나
102. 인공지능 훈풍 엔비디아, 국내 투자자 최다 보유 해외주 등극
103. 인공지능 덕분에 채용되거나 쫓겨나거나...美 노동시장 강타한 AI
104. “인공지능(AI) 인프라 깔린 광주, 이제는 사람과 교통”
105. 대학축제에 설치된 인공지능 포토부스
106. [스토리포토]'서울AI허브' 개관…인공지능 산학연 협업 핵심 거점으로 키운다
107. ‘서울 AI 허브’, 세계가 주목하는 인공지능 산·학·연 집적 생태계로 키운...
108. 신한은행, 대출 연기 안내 등 인공지능 고객서비스 확대
109. 'AI 혁신거점' 모인 스타트업들…"인공지능 전환(AX) 시대 선도"
110. 인공지능을 ‘컴퓨터 범죄’ 코치처럼…AI가 만든 ‘랜섬웨어’ 첫 적발
